"識別id","利用時間","制限時間","手数料","制限事項1","制限事項2","種別","普通車","貨物用有り","二輪車","標章車専用有り"
851,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
853,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
855,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
857,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
859,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
860,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
862,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
865,"09:00-19:00","60","300",土・日曜、休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
867,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
869,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
870,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
874,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
876,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
877,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
879,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
881,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
883,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
885,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
887,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
890,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
892,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
894,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
896,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
898,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
900,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
902,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
906,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
908,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
909,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
911,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
912,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
914,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
916,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
920,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
921,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
922,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
923,"09:00-20:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
924,"09:00-20:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
926,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
927,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
929,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
931,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
932,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
933,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
934,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
935,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
936,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
938,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
939,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
940,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
942,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
943,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
946,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
947,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
948,"09:00-20:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
950,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
951,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
953,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
955,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
957,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
960,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
963,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
964,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
966,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
967,"08:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
969,"07:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
970,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
971,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
973,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
975,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
977,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
979,"09:00-21:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
980,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
981,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
982,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
983,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
984,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
986,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
988,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
989,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
990,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
992,"09:00-21:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
993,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
994,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
995,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
996,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
998,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1001,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1003,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1005,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1007,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1008,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1009,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1010,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1011,"09:30-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1012,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
1014,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1015,"09:00-21:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1016,"09:00-21:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1017,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1018,"09:00-21:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1019,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1021,"09:30-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1026,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1027,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1029,"08:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1030,"08:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1031,"08:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1033,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1035,"07:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1036,"07:00-14:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1037,"07:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1038,"07:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1041,"07:00-20:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1043,"07:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1045,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1047,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1048,"09:00-19:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1049,"09:00-19:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1050,"07:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1051,"07:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1052,"07:00-20:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1053,"07:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1056,"09:00-19:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1057,"09:00-19:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1059,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1061,"07:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1062,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1063,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1065,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1067,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1068,"09:00-21:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1069,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1070,"09:00-19:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1071,"09:00-19:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1073,"08:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1074,"08:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1075,"08:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1076,"08:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1077,"08:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1078,"08:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1079,"08:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1080,"08:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1081,"08:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1082,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1083,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1084,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1085,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1087,"09:00-20:00","60","100",,"１月１日〜３日を除く",パーキング・チケット,0,0,1,0
1090,"09:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
1091,"07:00-20:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1092,"09:00-19:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1094,"09:00-19:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1095,"08:00-20:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1096,"08:00-20:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1100,"09:00-19:00","20","100",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1101,"09:00-21:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1103,"09:00-21:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1104,"07:00-20:00","20","100",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1105,"09:00-19:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1106,"09:00-19:00","20","100",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1107,"09:00-19:00","20","100",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1109,"09:00-19:00","20","100",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1110,"09:00-19:00","20","100",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1111,"09:00-19:00","20","100",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1112,"10:00-20:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1114,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1115,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
1118,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1119,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1122,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1123,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1124,"09:00-19:00","20","100",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1127,"09:30-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1129,"09:00-19:00","60","300",土・日曜、休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
1131,"08:00-20:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1132,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1134,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1135,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1136,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
1137,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
1139,"07:00-20:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
1141,"07:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
1144,"09:00-21:00","60","100",,"１月１日〜３日を除く",パーキング・チケット,0,0,1,0
2006,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
2007,"09:00-19:00","60","100",,"１月１日〜３日を除く",パーキング・チケット,0,0,1,0
2064,"07:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2099,"07:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2100,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
2101,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
2102,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
2103,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
2104,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
2105,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2106,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2108,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2109,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2111,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2113,"09:30-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2114,"09:30-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2115,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
2116,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,0,0,0
2117,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
2118,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
2119,"09:00-21:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
2120,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
2121,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
2122,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
2123,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
2126,"07:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
2127,"07:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
2128,"07:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
2130,"09:00-19:00","60","100",,"１月１日〜３日を除く",パーキング・チケット,0,0,1,0
2132,"08:00-20:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
2133,"07:00-20:00","40","200",日曜・休日を除く,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
2134,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
2136,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,1,0,0
2142,"07:00-20:00","40","200",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
2144,"09:00-19:00","60","300",,"１月１日〜３日を除く",パーキング・メーター,1,1,0,0
2146,"09:00-19:00","60","300",日曜・休日を除く,"１月１日〜３日を除く",パーキング・チケット,1,0,0,0
